Company Name	Exchange:Ticker	Market Capitalization	Total Enterprise Value	Total Revenue	EBITDA	P_LTM Diluted EPS Before Extra	Diluted EPS before Extra 1 Yr Growth	Diluted EPS before Extra 5 Yr CAGR	Diluted EPS before Extra 10 Yr CAGR	Day Close Price	Shares Outstanding	Dividend Yield	Current Ratio	Total Equity	Total Assets	Total Liabilities	Diluted EPS Incl Extra Items	Diluted EPS Excl Extra Items	Diluted EPS Incl Extra Items	Diluted EPS Excl Extra Items	Return on Equity	Return on Assets	Gross Margin	Earnings from Cont Ops Margin	Total Debt_Equity	Est Annual EPS Growth  1 Yr	Est Annual EPS Growth  2 Yr	LT EPS Growth Rate
R1 RCM Inc. (NasdaqCM:RCM)	NasdaqCM:RCM	389.6	422.8	327.3	28.9	NM				3.71	105		3.29	159.3	350.8	83.6	0.65	0.65	0.311	0.311	0.677	2.55	28	0.419				30
"Ra Pharmaceuticals, Inc. (NasdaqGM:RARX)"	NasdaqGM:RARX	359.5	254.1	3.04	33.8	NM	NM			15.93	22.6		20.2	117.2	115	8.06	6.98	6.98	3.65	3.65	57		100					
RADA Electronic Industries Ltd. (NasdaqCM:RADA)	NasdaqCM:RADA	47.7	50.9	15	1.46	NM	NM			2.15	22.2		3.05	11	21.5	9.59	0.35	0.351	0.154	0.157	28.5	6.36	20.6	18.1	34.3			
Radcom Ltd. (NasdaqCM:RDCM)	NasdaqCM:RDCM	240.9	200.2	31	0.352	NM	NM			20.5	11.8		6.44	40.1	51.8	10.9	0.18	0.18	0.058	0.058	2.54	0.108	70	2.18		38.9	31.2	15
Radian Group Inc. (NYSE:RDN)	NYSE:RDN	"3,742.70"	"4,677.70"	"1,214.30"	671.2	12.2	29.5	44.6	14.1	17.4	215.1	0.057	2.31	"2,872.30"	"5,827.80"	"2,907.30"	1.37	1.37	1.43	1.43	11.4	6.34	71.2	26.2	34.5	5.38	10.2	7.21
"Radiant Logistics, Inc. (AMEX:RLGT)"	AMEX:RLGT	262	281.8	758.2	27	81.5	NM	5.72	20.4	5.36	48.9		1.26	119.2	263.1	139.1	0.115	0.115	0.066	0.066	4.36	3.47	25.2	0.701	26.3	8.1	11	20
RadiSys Corporation (NasdaqGS:RSYS)	NasdaqGS:RSYS	101.6	109.6	194.9	4.31	NM	NM			2.61	38.9		1.41	56.6	124.6	77.7	0.272	0.272	0.454	0.454	31.1	6.73	30.4	8.88	85.4		15.1	8
"Radius Health, Inc. (NasdaqGM:RDUS)"	NasdaqGM:RDUS	"2,056.10"	"1,774.00"		200.7	NM	NM			47.4	43.4		8.75	307.2	295.4	33.3	4.25	4.25	4.62	4.62	57.9	34						
"RadNet, Inc. (NasdaqGM:RDNT)"	NasdaqGM:RDNT	361.2	992.2	897.2	111.4	49.7	34.4	5.94		7.65	47.2		1.31	52.1	854	800.9	0.15	0.15	0.154	0.154	18.2	3.37	20.9	0.92	"1,197.30"	33.8	3.15	15
Radware Ltd. (NasdaqGS:RDWR)	NasdaqGS:RDWR	775.2	605.7	197.1	0.626	NM				17.95	43.2		2.3	299.8	438.2	138.2	0.2	0.2	0.229	0.229	3.26	1.44	81.7	5.07		18.3	28.9	16.3
Ralph Lauren Corporation (NYSE:RL)	NYSE:RL	"5,799.50"	"5,317.60"	"6,652.80"	983	NM				71.37	81.3	2.8	2.55	"3,299.60"	"5,652.00"	"2,352.40"	1.2	1.2	1.2	1.2	2.82	7.12	57.9	1.49	26.4	16.5	5.88	7.53
"Ramaco Resources, Inc. (NasdaqGS:METC)"	NasdaqGS:METC	246.5	172.9	16.8	6.16	NM	NM			6.32	39		5.29	83.8	149.4	24.4	0.192	0.192	0.177	0.177	10.3		9.02	40.4				
Rambus Inc. (NasdaqGS:RMBS)	NasdaqGS:RMBS	"1,426.80"	"1,404.90"	361.3	106	181.8	96			12.77	111.7		5.29	552.8	826.2	224.7	0.06	0.06	0.07	0.07	1.4	4.17	80	2.2	27.6	83.6	91.7	10
"Rand Logistics, Inc. (NasdaqCM:RLOG)"	NasdaqCM:RLOG	7.3	220.3	115.5	23.7	NM	NM			0.392	18.6		0.048	19.3	248.6	229.3	1.08	1.08	1.08	1.08	61.9	0.45	34	15.8	"1,039.90"			
Randgold Resources Limited (LSE:RRS)	LSE:RRS	"8,454.50"	"8,105.70"	"1,255.00"	612.4	31	33.8	9.9	14.9	89.94	94	1.11	5.03	"3,752.00"	"4,136.00"	295.5	2.61	2.61	2.77	2.77	8.52	6.86	38.3	25.1	0.072	19.8	21	7.14
"Randolph Bancorp, Inc. (NasdaqGM:RNDB)"	NasdaqGM:RNDB	88		28.4		NM				15	5.87			83.3	482.5	399.5	0.085	0.085	0.003	0.003	0.024	0.003		0.049				
Range Resources Corporation (NYSE:RRC)	NYSE:RRC	"5,431.20"	"9,169.40"	"1,727.90"	399.3	NM	NM			22.31	243.4	0.359	0.471	"5,408.40"	"11,421.70"	"5,839.30"	2.75	2.75	1.24	1.24	6.24	1.23	46.3	14.9	67	"2,290.10"	482.6	20
"Rapid7, Inc. (NasdaqGM:RPD)"	NasdaqGM:RPD	742.3	663.1	167.9	37.7	NM	NM			17.1	43.4		0.877	42	229.8	191.9	1.19	1.19	1.06	1.06	89.3	12.5	74.2	26.2				15
"RAVE Restaurant Group, Inc. (NasdaqCM:RAVE)"	NasdaqCM:RAVE	21.5	22.9	60	5.94	NM	NM			2.02	10.7		0.953	9.4	12	12.9	0.861	0.85	1.3	1.3	257.5	24.8	4.09	22.7	NM			
"Raven Industries, Inc. (NasdaqGS:RAVN)"	NasdaqGS:RAVN	"1,253.80"	"1,203.40"	302.6	56.5	46.4	414.5	12.8	0.294	34.65	36.2	1.5	4.25	259.4	317	49.3	0.557	0.557	0.747	0.747	10.2	8.39	30.5	8.93		75.6	43.3	11.3
"Raymond James Financial, Inc. (NYSE:RJF)"	NYSE:RJF	"11,457.20"		"5,849.00"		21.5	12.8	14.3	7.14	82.3	139.2	1.07	3.21	"5,203.80"	"32,928.70"	"27,600.50"	3.65	3.65	3.83	3.83	10.4	1.76	93.1	9.1	57.6	31.8	21.1	
Rayonier Advanced Materials Inc. (NYSE:RYAM)	NYSE:RYAM	660.4	"1,096.80"	852.4	226.3	12.2	19			15.26	43.3	1.83	4.06	211.7	"1,428.90"	"1,213.40"	1.55	1.55	1.25	1.25	56.8	6.51	20.8	7.28	362.6	37.1	2.48	11.3
Raytheon Company (NYSE:RTN)	NYSE:RTN	"48,617.40"	"51,718.40"	"24,267.00"	"3,821.00"	21.5	21.1	7.45	11	167.03	291.1	1.91	1.67	"10,515.00"	"29,869.00"	"19,136.00"	7.44	7.44	7.76	7.75	21.2	7.17	25.7	9.34	49.7	0.289	6.06	8.34
RBC Bearings Incorporated (NasdaqGS:ROLL)	NasdaqGS:ROLL	"2,481.70"	"2,712.60"	615.4	148.9	35.2	9.19	5.9	8.37	104.4	23.8		4.81	717	"1,108.80"	391.8	2.97	2.97	2.97	2.97	10.6	6.88	37.9	11.5	37.6	12.7	12.6	8.43
"RCI Hospitality Holdings, Inc. (NasdaqGM:RICK)"	NasdaqGM:RICK	228.5	320.2	135.2	33.7	24	39.7	1.41	14.8	23.51	9.72	0.51	1.07	130.1	276.1	141	1.1	1.1	0.981	0.981	6.94	6.1	83.7	6.85	75.7	31.4	26.5	20
"RCM Technologies, Inc. (NasdaqGM:RCMT)"	NasdaqGM:RCMT	64.8	77.2	175.6	6.19	50.4	75.6	19.6	15.7	5.42	12	0	2.4	31.3	65.8	34	0.14	0.14	0.107	0.107	4.01	4.06	26.3	0.744	40	92.9	64.8	
"RE/MAX Holdings, Inc. (NYSE:RMAX)"	NYSE:RMAX	"1,012.30"	774.3	181.6	92.8	44.5	3.62			57.2	17.7	1.26	1.94	60.7	437.1	375.1	1.29	1.29	1.29	1.29	89.9	11.5	100	26.1	371.8	8.84	9.76	8.5
"Reading International, Inc. (NasdaqCM:RDI)"	NasdaqCM:RDI	373.6	521.3	275.1	51.9	36.2	53.4	0.465	4.58	15.89	23.2		1.34	146.6	410.4	255.4	0.4	0.4	0.438	0.438	6.8	5.4	23.1	3.72	99.8	0.164	4.1	
"Real Goods Solar, Inc. (NasdaqCM:RGSE)"	NasdaqCM:RGSE	6.52	7.55	16.1	10.9	NM	NM			0.872	7.48		4.29	4.98	24.7	6.86	183.5	187.2	19.6	19.9	387	35.8	13.1	161.7	0.006			
"Real Industry, Inc. (NasdaqGS:RELY)"	NasdaqGS:RELY	74.5	462.1	"1,277.40"	41.6	NM	NM			2.5	29.8		1.78	59.4	663.6	615.6	3.69	3.71	3.73	3.75	101.8	0.347	5.01	8.18	792.1			17.5
"RealNetworks, Inc. (NasdaqGS:RNWK)"	NasdaqGS:RNWK	160.6	94.4	122.8	21	NM	NM			4.33	37.1		2.54	88.6	123.9	42.2	0.994	0.994	0.835	0.835	32.3	12.5	45.4	25.1				
Realogy Holdings Corp. (NYSE:RLGY)	NYSE:RLGY	"4,660.10"	"8,242.10"	"5,879.00"	760	21.4	34.9			33.77	138	1.07	0.678	"2,469.00"	"7,330.00"	"4,955.00"	1.46	1.46	1.58	1.58	9.77	4.72	49.1	3.93	159.3	3.32	8.98	20
"RealPage, Inc. (NasdaqGS:RP)"	NasdaqGS:RP	"3,096.40"	"3,157.80"	592.7	88.6	138.1	NM	90.3		37.45	82.7		0.973	384.8	876.9	425.6	0.21	0.21	0.271	0.271	5.64	3	57.7	3.69	26.8	20.8	21.7	20.5
"Reata Pharmaceuticals, Inc. (NasdaqGM:RETA)"	NasdaqGM:RETA	746.3	683.4	50.1	13.2	NM	NM			33.37	22.4		1.67	215	88.2	308.5	0.314	0.314	0.61	0.61	NM	11.3	10.7	26.1	NM			
"Recon Technology, Ltd. (NasdaqCM:RCON)"	NasdaqCM:RCON	7.58	9.26	7.23	5.1	NM	NM			1.1	6.89		2.64	7.46	10.9	3.97	1.09	1.09	0.799	0.799	63.5	25.4	29.9	73.5	15.5			
"Recro Pharma, Inc. (NasdaqCM:REPH)"	NasdaqCM:REPH	139.5	108.5	70.3	9.47	NM	NM			7.32	19.1		5.97	71.6	176.1	111.7	2.82	2.82	2.41	2.41	63.9	6.82	0.391	45.1	38.1			
"Red Hat, Inc. (NYSE:RHT)"	NYSE:RHT	"17,465.60"	"16,578.30"	"2,520.70"	432.7	67.4	28.1	13.7	17.1	98.42	177.5		1.29	"1,247.30"	"4,512.40"	"3,206.90"	1.39	1.39	1.46	1.46	20	5.02	85.3	10.5	57.5	18.2	18	16
Red Lion Hotels Corporation (NYSE:RLH)	NYSE:RLH	160.1	269.9	165.7	20.5	NM	NM			6.8	23.5		1.84	187.8	340	156.7	0.23	0.23	0.197	0.197	2.39	0.639	19.1	2.5	60.3			30
"Red Robin Gourmet Burgers, Inc. (NasdaqGS:RRGB)"	NasdaqGS:RRGB	816.6	"1,105.90"	"1,312.90"	133.2	93	78.8	14.3	8.99	63.45	12.9		0.549	348.1	908.2	546.5	0.87	0.87	0.682	0.682	2.41	2.92	20.8	0.691	86.1	5.6	12.3	10.3
"Red Rock Resorts, Inc. (NasdaqGS:RRR)"	NasdaqGS:RRR	"1,574.80"	"4,120.60"	"1,510.90"	493.6	NM				23.97	65.7	1.67	0.911	633.4	"3,516.50"	"2,852.90"	1.03	1.03	0.054	0.054	22	6.42	59.7	9.36	357.1	65.1	35.6	8.47
RedHill Biopharma Ltd. (TASE:RDHL)	TASE:RDHL	141.9	79.8	0.101	34.7	NM	NM			0.827	171.6		10.9	62.7	69.6	10.7	0.237	0.237	0.242	0.242	57	33.1	100					
"Redwood Trust, Inc. (NYSE:RWT)"	NYSE:RWT	"1,320.60"		237		9.74	49	30.8	8.76	17.13	77.1	6.54	6.7	"1,149.40"	"5,214.30"	"4,048.50"	1.54	1.54	1.76	1.76	13.9	2.86	96.2	65.9	341.5	8.87	1.77	
"Reed's, Inc. (AMEX:REED)"	AMEX:REED	23.1	36	40.8	2.73	NM	NM			1.65	14		0.705	1.66	17.2	20.8	0.368	0.368	0.393	0.393	NM	11.1	20	13.3	NM			
Regal Beloit Corporation (NYSE:RBC)	NYSE:RBC	"3,770.70"	"4,921.30"	"3,219.80"	500.3	18.3	39.7	3.04	3.22	84.15	44.8	1.24	2.26	"2,078.20"	"4,444.40"	"2,270.60"	4.52	4.52	4.61	4.61	10.2	4.85	27	6.65	63.1	9.43	9.37	9
Regal Entertainment Group (NYSE:RGC)	NYSE:RGC	"3,031.50"	"4,934.70"	"3,231.20"	597.4	17	4.64	10	5.28	19.39	156.3	4.54	0.985	838.9	"2,686.10"	"3,512.20"	1.09	1.09	1.14	1.14	NM	8.56	61.8	5.52	NM	0.168	5.72	1.5
"Regeneron Pharmaceuticals, Inc. (NasdaqGS:REGN)"	NasdaqGS:REGN	"53,387.10"	"52,787.60"	"4,978.60"	"1,551.90"	61.1	28.2			504.9	105.7		2.81	"4,449.20"	"7,817.40"	"2,951.30"	7.7	7.7	8.26	8.26	22.3	13	52.6	19.3	14.5	12.6	15.8	19.5
Regenxbio Inc. (NasdaqGS:RGNX)	NasdaqGS:RGNX	610.3	464.5	4.65	76	NM	NM			19.8	30.8		14.9	161.7	224.1	11.2	2.38	2.38	2.8	2.8	35.2	21.9						
Regional Management Corp. (NYSE:RM)	NYSE:RM	283.4	740.9	239.2	67.5	10.8	19.6	0.168		24.39	11.6		43.5	207.5	690.4	476.3	1.99	1.99	2.25	2.25	12.7	5.87	71.4	11.1	215.2	19.2	15.7	
Regions Financial Corporation (NYSE:RF)	NYSE:RF	"17,646.30"		"5,384.00"		16.3	12.6	48.7		14.68	"1,202.10"	1.91		"16,664.00"	"124,545.00"	"107,823.00"	0.874	0.87	0.91	0.9	6.95	0.943		21.9		11.7	13.5	12
Regis Corporation (NYSE:RGS)	NYSE:RGS	466	417.7	"1,715.40"	71.9	NM	NM			10.09	46.2		2.01	519.4	"1,015.30"	509.8	0.233	0.233	0.256	0.256	2.32	1.08	30.9	0.69	23.8			
Regulus Therapeutics Inc. (NasdaqGM:RGLS)	NasdaqGM:RGLS	54.8	17.1	0.723	77.3	NM	NM			1.03	53.2		6.4	56.1	80.2	41.4	1.55	1.55	1.53	1.53	110.5	47.9			51.2			
"Reinsurance Group of America, Incorporated (NYSE:RGA)"	NYSE:RGA	"8,349.10"	"10,809.70"	"12,017.70"	"1,344.30"	11	73.2	11	9.63	129.66	64.4	1.26	0.756	"7,093.10"	"53,805.80"	"46,385.80"	10.8	10.8	11.8	11.8	10.9	1.55	16.3	6.41	49	1.05	4.76	9
"Reis, Inc. (NasdaqGS:REIS)"	NasdaqGS:REIS	241.8	220.3	46.8	7.34	139.8	79.1	20.1		21	11.5	3.24	1.13	97.2	128.3	30.2	0.24	0.24	0.15	0.15	1.72	1.15	74.6	3.65		33.3	47.7	
Reliance Steel & Aluminum Co. (NYSE:RS)	NYSE:RS	"5,359.00"	"7,279.30"	"8,870.00"	857.4	16.7	7.3	2.04	1.62	73.53	72.9	2.45	3.95	"4,179.10"	"7,724.40"	"3,448.40"	4.16	4.16	4.41	4.41	7.91	5.22	30.3	3.71	47.3	18.5	16.8	12.3
"Reliv' International, Inc. (NasdaqCM:RELV)"	NasdaqCM:RELV	16.3	15.3	45.3	1.11	NM	NM			8.83	1.85		2.02	14.9	23	7.49	0.34	0.34	0.04	0.04	0.369	0.423	78.2	0.127	18.1			
RELM Wireless Corporation (AMEX:RWC)	AMEX:RWC	52.3	43.9	46	3.5	64.6	21.1		9.25	3.78	13.8	2.12	4.18	35.8	42.4	6.94	0.19	0.19	0.058	0.058	2.56	3.88	33.7	1.97				
RELX NV (ENXTAM:REN)	ENXTAM:REN	"41,005.30"	"47,329.80"	"8,513.20"	"2,552.10"	27.3	17.8	18.1	9.94	20.41	"2,008.70"	2.37	0.443	"2,911.40"	"16,449.80"	"13,538.40"	0.689	0.689	0.689	0.689	51.5	8.45	63.9	17	205.4	6.66	7.52	6.75
RELX PLC (LSE:REL)	LSE:REL	"42,941.70"	"49,119.40"	"8,513.20"	"2,552.10"	29.3	17.8	8.32	5.31	21.38	"2,008.70"	2.2	0.443	"2,911.40"	"16,449.80"	"13,538.40"	0.689	0.689	0.689	0.689	51.5	8.45	63.9	17	205.4	12	9.83	9.17
"Remark Holdings, Inc. (NasdaqCM:MARK)"	NasdaqCM:MARK	65.2	94.6	60.4	10.7	NM	NM			2.88	22.7		0.501	2.6	105.4	106.4	1.54	1.54	1.38	1.38	541.4	13.1	81	48.6	NM			
RenaissanceRe Holdings Ltd. (NYSE:RNR)	NYSE:RNR	"5,738.30"	"7,818.00"	"1,755.70"	672.6	13.2	30.2	8.16	0.021	141.26	40.6	0.906	1.87	"6,042.20"	"13,319.60"	"7,270.80"	11.4	11.4	10.7	10.7	9.83	3.17	48.5	33.3	15.6	2.57	11	8.21
Renasant Corporation (NasdaqGS:RNST)	NasdaqGS:RNST	"1,886.40"		433.9		19.4	13.7	17.9		42.49	44.4	1.69		"1,232.90"	"8,764.70"	"7,513.60"	2.17	2.17	2.19	2.19	8.13	1.11		21.6		2.16	7.64	
ReneSola Ltd (NYSE:SOL)	NYSE:SOL	50	702	825.8	41.5	NM				2.5	20		0.56	66.1	"1,126.30"	"1,084.40"	1.72	1.72	3.2	3.2	81.3	2.1	8.08	7.71	"1,618.50"			
"Renewable Energy Group, Inc. (NasdaqGS:REGI)"	NasdaqGS:REGI	472.8	621.2	"2,162.30"	96	14.1	NM	20.6		12.25	38.6		2.25	610.2	"1,041.10"	448.5	1.06	1.06	0.871	0.871	5.9	3.43	7.93	1.65	39.4	26.4	9.46	15
"Rennova Health, Inc. (NasdaqCM:RNVA)"	NasdaqCM:RNVA	4.72	14	4.54	26.3	NM	NM			0.375	12.6		0.267	14.9	8.31	73.6	30.2	30.2	35.8	35.8	NM	118.6	68.7		NM			
Renren Inc. (NYSE:RENN)	NYSE:RENN	425.9	465.3	73.5	70	NM	NM			6.22	68.5		1.69	738.5	"1,141.80"	412.9	2.72	2.85	2.71	2.71	21.7	3.83	21.3	242.6	17.2			20
"RentACenter, Inc. (NasdaqGS:RCII)"	NasdaqGS:RCII	662.3	"1,257.60"	"2,869.60"	145.8	NM	NM			12.45	53.2	2.57	0.427	264.9	"1,495.00"	"1,236.50"	1.98	1.98	2.58	2.58	36.3	2.56	64.9	4.77	252.8	62.5	12.8	2.5
"Rentech, Inc. (NasdaqCM:RTK)"	NasdaqCM:RTK	12.2	106.8	143	24.7	NM	NM			0.526	23.2		1.39	150.1	274.5	158.4	6.61	6.32	5.56	7.12	230.7	6.03	6.06	104.6	99.7			
Repligen Corporation (NasdaqGS:RGEN)	NasdaqGS:RGEN	"1,560.20"	"1,514.60"	110	27.4	111.6	57.9			42.3	36.9		13.5	168.8	290.6	113.8	0.34	0.34	0.379	0.379	8.59	6.18	54.5	11.9	54.4	0	18.8	17.8
Repros Therapeutics Inc. (NasdaqCM:RPRX)	NasdaqCM:RPRX	17	13.8		18.4	NM	NM			0.579	29.4		1.57	6.1	5.37	3.75	0.7	0.7	0.729	0.729	231.3	105.8						
"Republic Bancorp, Inc. (NasdaqGS:RBCA.A)"	NasdaqGS:RBCA.A	731.3		208.9		15.3	23.3	14.4		35.23	20.9	2.5		604.4	"4,664.80"	"4,044.10"	2.19	2.19	2.3	2.3	7.95	1.08		23.1		4.95	12.7	
"Republic First Bancorp, Inc. (NasdaqGM:FRBK)"	NasdaqGM:FRBK	524.1		66.3		76.7	51.8			9.2	57			215.1	"1,968.60"	"1,750.30"	0.12	0.12	0.12	0.12	3.37	0.327		8.52		50	50	
"Republic Services, Inc. (NYSE:RSG)"	NYSE:RSG	"21,789.30"	"29,428.60"	"9,531.90"	"2,683.10"	34.3	10.1	4.21	3.27	64.45	338.1	1.99	0.695	"7,693.70"	"20,595.80"	"12,910.10"	1.78	1.78	1.88	1.88	8.34	4.88	38.5	6.76	99.8	7.52	9.43	9.2
Research Frontiers Incorporated (NasdaqCM:REFR)	NasdaqCM:REFR	31.5	28.9	1.22	3.85	NM	NM			1.31	24		8.86	4.91	4.37	0.421	0.176	0.176	0.167	0.167	67.7	39.3	230.8					30
ResMed Inc. (NYSE:RMD)	NYSE:RMD	"11,003.80"	"11,344.80"	"2,028.70"	559	34	9.16	8.03	19.2	77.59	141.8	1.7	4.77	"1,694.80"	"3,422.60"	"1,567.60"	2.49	2.49	2.28	2.28	18.4	9.55	58.1	16	63	3.44	7.58	11.8
Resolute Energy Corporation (NYSE:REN)	NYSE:REN	720.6	"1,133.60"	210.7	36.3	NM	NM			32.7	22		0.456	75.7	489.6	565.5	10.3	10.3	4.45	4.45	NM	3.05	58.3	35.6	NM	10	20.2	
Resolute Forest Products Inc. (NYSE:RFP)	NYSE:RFP	399.4	"1,260.40"	"3,540.00"	289	NM	NM			4.45	89.8		2.42	"1,711.00"	"4,335.00"	"2,661.00"	0.901	0.901	1.33	1.33	6.35	1.22	24.5	3.25	52.6		6.46	
Resonant Inc. (NasdaqCM:RESN)	NasdaqCM:RESN	67.4	54.5	0.431	16.1	NM	NM			4.65	14.5		5.48	10.1	16.3	2.45	1.57	1.57	1.52	1.52	192.4	98	100					
Resource Capital Corp. (NYSE:RSO)	NYSE:RSO	305.3		41.7		NM	NM			9.85	31	2.03	10.8	703.1	"1,995.80"	"1,290.80"	1.73	1.1	1.96	1.14	1.48	0.498	100	26.4	167			
"Resources Connection, Inc. (NasdaqGS:RECN)"	NasdaqGS:RECN	419.6	423	587.3	46.3	21.9	18.3	5.01	4.93	14.15	29.7	3.11	2.55	342.6	345.4	111.9	0.81	0.81	0.646	0.646	7.94	7.13	38.2	3.9	20.6	21.8	2.29	2.02
Restaurant Brands International Inc. (NYSE:QSR)	NYSE:QSR	"14,499.90"	"28,621.90"	"4,227.90"	"1,859.30"	42.6	93	42.5		61.54	235.6	1.23	1.24	"6,785.60"	"20,822.40"	"13,928.10"	1.45	1.45	1.44	1.44	14.1	5.3	47.4	22.6	144	16.2	25.9	16.1
"Retractable Technologies, Inc. (AMEX:RVP)"	AMEX:RVP	35.9	23.6	30.8	2.43	NM				1.13	31.7		3.75	28.1	39.6	10.8	0.15	0.15	0.155	0.155	13.4	5.18	34	12.8	13.2			
"Retrophin, Inc. (NasdaqGM:RTRX)"	NasdaqGM:RTRX	732.9	529.3	138.2	23.6	NM				19.2	38.2		4.21	307.8	510.4	209.4	1.3	1.3	1.88	1.88	22.6	4.93	96.7	50.8	14.8			66
"REV Group, Inc. (NYSE:REVG)"	NYSE:REVG	"1,673.40"	"1,940.90"	"2,061.20"	95	89.7				26.26	63.7	0.762	2.06	237.9	"1,175.40"	640	48.7	48.7	0.293	0.293			12.5	0.906	52.6			33.5
"Revance Therapeutics, Inc. (NasdaqGM:RVNC)"	NasdaqGM:RVNC	709.9	525.8	0.3	85	NM	NM			23.45	30.3		8.21	177.1	209.5	30.8	3.18	3.18	3.41	3.41	46.5	23.1	100		2.51			
"Reven Housing REIT, Inc. (NasdaqCM:RVEN)"	NasdaqCM:RVEN	55.9	70.6	6.01	0.731	NM	NM			5.21	10.7		6.97	34.8	60.2	25.8	0.216	0.216	0.193	0.193	6.56	0.898	54.5	29.3	70.7			
"Revlon, Inc. (NYSE:REV)"	NYSE:REV	"1,130.20"	"3,740.10"	"2,489.30"	304.8	NM				21.65	52.2		1.48	614.8	"2,999.00"	"3,641.00"	0.423	0.33	1.35	1.25	NM	5.58	59.6	2.62	NM			
"Revolution Lighting Technologies, Inc. (NasdaqCM:RVLT)"	NasdaqCM:RVLT	150	198.1	175.1	10	NM	NM			7.15	21		2.11	125.7	212.2	90.7	0.03	0.03	0.144	0.144	2.59	1.05	35.5	1.63	40.5	51.7	60.8	25
ReWalk Robotics Ltd. (NasdaqCM:RWLK)	NasdaqCM:RWLK	25	24.8	6.31	29	NM	NM			1.5	16.7		1.79	8.26	25.3	21.9	2.47	2.47	2.25	2.25	332.2	65.8	20.5		505			
REX American Resources Corporation (NYSE:REX)	NYSE:REX	645.7	503.1	466.7	72	19.1	18.9	14.7	15.2	98.45	6.56		10	388.3	459.4	65.5	4.91	4.91	5.16	5.16	11.1	7.54	16.1	8.93		7.74	0.203	
Rex Energy Corporation (NasdaqCM:REXX)	NasdaqCM:REXX	29.4	778.9	165.4	4.6	NM	NM			2.97	9.9		0.436	10.2	877.4	864.1	13.7	16.4	4.96	8.13	237.6	7.91	34	86	"5,695.00"			10
"Rexahn Pharmaceuticals, Inc. (AMEX:RNN)"	AMEX:RNN	70	51.5		15.5	NM	NM			2.46	28.5		11.3	17.1	19.6	18.5	0.428	0.428	1.18	1.18	291.9	42.9						
Rexnord Corporation (NYSE:RXN)	NYSE:RXN	"2,507.90"	"3,650.80"	"1,918.20"	320.7	37.8	4.48	5.06		24.18	103.7		2.94	"1,070.60"	"3,539.30"	"2,468.70"	0.64	0.64	0.64	0.64	8.94	4.08	35.3	3.86	152.5	2.9	7	17.5
Reynolds American Inc. (NYSE:RAI)	NYSE:RAI	"93,516.30"	"103,514.30"	"12,535.00"	"6,069.00"	28.4	51.4	15.7	8.68	65.56	"1,426.40"	3.11	0.866	"21,711.00"	"51,959.00"	"30,253.00"	4.25	4.25	2.31	2.31	15.3	7	61.1	26.2	60.6	9.07	8.93	8.88
"RF Industries, Ltd. (NasdaqGM:RFIL)"	NasdaqGM:RFIL	16.3	12	30	0.107	NM				1.85	8.84	4.32	4.15	21.4	25.5	4.54	0.467	0.46	0.422	0.45	17.3	2.37	26.4	13.3				
"RGC Resources, Inc. (NasdaqGM:RGCO)"	NasdaqGM:RGCO	212.4	262	62	17.9	33.9	13.7	6.13	4.14	29.4	7.23	1.97	0.842	55.7	177.1	117.1	0.812	0.812	0.867	0.867	10.7	4.49	31.5	10.1	83.6			
RH (NYSE:RH)	NYSE:RH	"2,187.80"	"2,910.50"	"2,241.50"	170.9	173	77.4			66	33.1		2.06	919.9	"1,948.40"	"1,325.60"	0.13	0.13	0.382	0.382	2.06	3.45	32.9	0.692	128.9	55	47.2	22.7
Rice Energy Inc. (NYSE:RICE)	NYSE:RICE	"5,471.30"	"8,971.40"	"1,032.80"	300.2	NM	NM			26.5	206.5		1.02	"5,286.60"	"7,950.80"	"2,692.20"	1.84	1.84	1.75	1.75	6.7	2.59	77.2	24.6	29.9	44.3	53	70
Rice Midstream Partners LP (NYSE:RMP)	NYSE:RMP	"2,091.50"	"2,268.50"	209.8	161	15	21.6			20.45	102.3	5.1	1.36	"1,182.40"	"1,415.60"	221.9	1.47	1.47	1.36	1.36	14.5	7.7	89.2	59.5	15.9	0.627	3.83	15
RiceBran Technologies (NasdaqCM:RIBT)	NasdaqCM:RIBT	11.4	21.2	40.8	3.33	NM	NM			1.04	10.9		0.607	0.081	32.5	24.6	0.972	0.972	1.26	1.26	173.1	11.6	20.2	33.6	165.6			
"Richardson Electronics, Ltd. (NasdaqGS:RELL)"	NasdaqGS:RELL	75.9	18.1	139.1	2.27	NM	NM			5.91	12.9	4.06	5.91	141.7	153.3	22	0.53	0.53	0.553	0.553	5.11	1.89	32.6	5				
Richmont Mines Inc. (TSX:RIC)	TSX:RIC	486	434.8	122	30.6	66.7	20.4	24.4	2	7.68	63.2		3.65	150.7	192.2	35.4	0.149	0.149	0.11	0.11	5.07	2.54	25.5	5.8	4.97	117.5	79.6	10
"Rigel Pharmaceuticals, Inc. (NasdaqGS:RIGL)"	NasdaqGS:RIGL	302.4	204.3	18.9	61.9	NM	NM			2.47	122.4		5.77	55	101.3	17.2	0.733	0.733	0.67	0.67	84.1	37.3	204.4					51
"Rightside Group, Ltd. (NasdaqGS:NAME)"	NasdaqGS:NAME	204.8	121.9	59.9	12.4	NM	NM			10.62	19.3		3.55	114.6	225.6	41.8	1.74	2.13	2.12	2.08	25	5.45	41.5	67.4				
